Texto	Sentiment
"QT @VerbitskyH: RT @AliciaCastroAR: ?? Marcelo Mindlin entre “los mayores responsables de la fuga de capitales durante el gobierno de Mauricio Macri” Denunc… ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
Arcor revela su plan para que todo lo que consumís tenga envases reutilizables https://t.co/SPLRlpywD0 - Vía @EconoSus https://t.co/hU6LAC3sSV	POSITIVE
Arcor revela su plan para que todo lo que consumís tenga envases reutilizables https://t.co/SPLRlpywD0 https://t.co/0QJ4hgvMZg	POSITIVE
@geonico07 @gastonbarro ¿El aceite de soja? Se exporta todo. Los otros derivados de la soja también Si querían alimentos hubieran expropiado a Molinos o a Arcor	NEUTRAL
RT @flyezequiel: Latam Airlines es emblemática y deja en la calle a 1.750 argentinos. Cuál le sigue? Arcor? La Serenísima? Ford? Condor Estrella? Andesmar? @segregustavo https://t.co/NtLkbh66RH	NEGATIVE
Arcor inyecta USD30 millones a sus negocios de alimentos en Chile y Angola https://t.co/RunnKYBA6C	NEUTRAL
Arcor inyecta u$s30 millones a sus negocios en Chile y en Angola https://t.co/Bz8AzzJ6o5 https://t.co/TwnWpzQf5f	NEUTRAL
"RT @bucarey_carlos: Tras 70 años de trabajo, Arcor anunció el cierre de La Campagnola gracias a TU voto de enojo en contra de Macri hoy estamos viviendo esto fabricas cerradas y gente sin trabajo. https://t.co/d9jmDFQFTk"	NEGATIVE
"?? #MañanaSylvestre | ????Si hay algo que no está en peligro en la Argentina es la propiedad privada. La propiedad privada estuvo en peligro con @mauriciomacri. Al punto tal que Arcor, La Serenísima y Molinos dieron balances negativos@SantoroLeandro a @Gatosylvestre en @Radio10"	NEGATIVE
"RT @Diario26Oficial: Por casos de coronavirus, cerraron planta de Bagley-Arcor en Salto y hay 500 personas en cuarentena https://t.co/XbHUdx5HIX https://t.co/H2kGcEJYHI"	NEGATIVE
"Brecha de contagio de #COVID19 en Salto, pcia bs as. El foco, la fábrica de bagley-arcor, laburan 1500 personas. Falló el protocolo claramente. +info acá: https://t.co/DxejpVcqTu https://t.co/VyKnMAu2jP"	NEGATIVE
"QT @Ballet_Cosmico: Arcor, Faber Castell y manaos ; Si pudiesen tener canje de 3 marcas, solo 3, pero LAS QUE QUIERAN. Cual eligen comenten aber"	POSITIVE
"@Danielde_Catan No podés hablar de soberanía alimentaria, Daniel. No expropiaron Arcor."	NEUTRAL
"La mejor manera de refutar a estos libertarados es explicarles que si el gobierno tuviera el afán de expropiar empresas privadas hubiera ido por Arcor, Techint, Bagó, Molinos, Mastellone y Clarín. No por una empresa endeudada hasta la verga."	NEUTRAL
Hoy #EXPROPIESE vicentin y despues las otras cerealeras mañana Arcor..van atacar todo lo q es alimento primero pasado.... la serenisima después frigorificos luego iran por techint después por automotrices luego los latifundios rurales despues los grandes terrenos urbanos beso	NEUTRAL
QT @AlejoDaireaux: El de banana es el más rico NO SE DISCUTE ; 147 de banana 65 de cereza 8 de durazno 7 de manzana ¿@arcor me pueden dar una explicación? https://t.co/a5slfpXEBx	POSITIVE
QT @AlejoDaireaux: Esto debe ser lo más parecido al INFIERNO ; 147 de banana 65 de cereza 8 de durazno 7 de manzana ¿@arcor me pueden dar una explicación? https://t.co/a5slfpXEBx	POSITIVE
RT @AlejoDaireaux: 147 de banana 65 de cereza 8 de durazno 7 de manzana ¿@arcor me pueden dar una explicación? https://t.co/a5slfpXEBx	POSITIVE
QT @AlejoDaireaux: nunca tuiteando sobre frutas ustedes eh ; 147 de banana 65 de cereza 8 de durazno 7 de manzana ¿@arcor me pueden dar una explicación? https://t.co/a5slfpXEBx	POSITIVE
Saludamos a la gente de @arcor y agradecemos su mensaje. De esta salimos juntos. https://t.co/CV2Vp5D5jk	POSITIVE
"RT @AlanLongy: Alberto se reúne con empresarios en Olivos. Fueron invitados Pagani (Arcor), Kaufman (Accenture), Perez Companc (Molinos), Migoya (Globant) y Paolo Rocca (Techint) quien se ausentó."	NEUTRAL
"Reiteramos ?? | @alferdez citó fuera de agenda a los empresarios: Pagani (Arcor), Kaufman (Accenture), Pérez Companc (Molinos), Migoya (Globant) y Paolo Rocca (Techint) quien se ausentó #SiempreNoticiasR10 https://t.co/MCGhrKi1Hy"	NEUTRAL
Cuáles son las alternativas para seguir cuidando la salud mientras sigue la cuarentena https://t.co/6o8c8ZIW1G [@arcor | #BrandNews]	NEUTRAL
RT @Juli_Strada: Arcor se ubica en el puesto 30 de fuga con U$S 255 millones de dólares. Bagley es controlada por Arcor desde el año 2005 (en sociedad con la francesa Danone). Bagley figura en la fuga del macrismo en el puesto 76 con 105 millones de dólares.	NEGATIVE
"RT @Juli_Strada: Pagani es Presidente del Grupo Arcor desde 1993. Presidió AEA (Asociación Empresaria Argentina) desde 2003 a 2009. Está en el puesto 11 de Forbes de los patrimonios mas grandes al año 2018, con un total de U$S 1.100 millones. Dos de sus empresas están en el listado del BCRA."	NEUTRAL
"Alimentación y ejercicio, pilares para la salud durante el aislamiento [@arcor | #BrandNews] https://t.co/UnVgSoBq7M"	NEUTRAL
"RT @TNConBienestar: Alimentación y ejercicio, pilares para la salud durante el aislamiento [@arcor | #BrandNews] https://t.co/4dfxyAvbtF"	NEUTRAL
RT @TNConBienestar: Cuáles son las alternativas para seguir cuidando la salud mientras sigue la cuarentena https://t.co/Nh8z2yqVXJ [@arcor | #BrandNews]	NEUTRAL
"RT @RPN_Oficial: Según un informe publicado por el Banco Central el Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza figuran entre quienes sacaron del país 86.000 millones de dólares, con “una notable concentración en unos pocos actores económicos” https://t.co/gMwY2YXeAV"	NEGATIVE
Arcor se ubica en el puesto 30 de fuga con U$S 255 millones de dólares. Bagley es controlada por Arcor desde el año 2005 (en sociedad con la francesa Danone). Bagley figura en la fuga del macrismo en el puesto 76 con 105 millones de dólares.	NEGATIVE
"Pagani es Presidente del Grupo Arcor desde 1993. Presidió AEA (Asociación Empresaria Argentina) desde 2003 a 2009. Está en el puesto 11 de Forbes de los patrimonios mas grandes al año 2018, con un total de U$S 1.100 millones. Dos de sus empresas están en el listado del BCRA."	NEUTRAL
"Tras recortar costos y ajustar planes, Arcor volvió a generar ganancias https://t.co/Lj3Y2b7DUa https://t.co/pukMCjHjv9"	POSITIVE
"#NegociosEnCuarentena ??En el primer trimestre, el Grupo #Arcor tuvo una ganancia de $476 millones. Las ventas tuvieron una baja del 7% en pesos y del 5% en volumen por @Gracielmoreno en @BAENegocios https://t.co/nSQZeodGj4"	POSITIVE
"#NegociosEnCuarentena ??En el primer trimestre, el Grupo #Arcor tuvo una ganancia de $476 millones. Las ventas tuvieron una baja del 7% en pesos y del 5% en volumen #SigueTeniendoGanancias #AfectóPeroNoTanto por @Gracielmoreno en @BAENegocios https://t.co/6Kr3RN9GlI"	POSITIVE
"Arcor: aunque bajó su volumen de ventas, obtuvo ganancias en lo que va del año https://t.co/PUuxkMGMMs"	POSITIVE
Resultados recién publicados en la CNV del primer trimestre 2020 de Arcor?? https://t.co/NPkA2GQHOo	POSITIVE
Salvemos al Kioso: el nuevo proyecto de Arcor para incentivar la apertura de comercios https://t.co/t0fUQXksXy	POSITIVE
Coronavirus en la Argentina: Arcor sale al rescate de 10.000 kioscos https://t.co/UaF2iaDTv2	POSITIVE
Lanza @arcor línea de apoyo a los kioscos. https://t.co/nQJwndElZ7	POSITIVE
"Después del de Menta, Cuál es el mejor? ?? . . . . .#caramelos #ferplay #mejor #elegir #menta #naranja #frutilla #limon #manzana #sugus #cual #hoy #best arcor open25.hs en Ciudad Autónoma de Buenos Aires https://t.co/Lm4Bz7In9g"	POSITIVE
"RT @ElForjista: El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno del ex Presidente Maurizio Macrì Horacio Verbitsky"	NEGATIVE
"RT @cyngarciaradio: #DEUDA. “El Grupo Clarín, Techint, Arcor, (y otras) están entre los mayores responsables de la fuga de capitales durante el gobierno de @mauriciomacri ”,escribe @VerbitskyH en @elcoheteluna Como anticipamos en @AM750 estas empresas pidieron ayuda del gobierno para pagar sueldos https://t.co/TJRAs5yKok"	NEGATIVE
"QT @VerbitskyH: RT @Juli_Strada: El análisis de la fuga de capitales durante el macrismo 2015-2019 con nombres y apellidos. Por @VerbitskyH ?? El diagnóstic… ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"QT @VerbitskyH: RT @Gregoriodalbon: Hay que demandarlos y cumplir con el nunca más a la fuga de capitales. Sino, seguirá ocurriendo. ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"RT @VerbitskyH: Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"QT @VerbitskyH: Hay que demandarlos y cumplir con el nunca más a la fuga de capitales. Sino, seguirá ocurriendo. ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"RT @AliciaCastroAR: Por nuestras limitaciones presupuestarias,por la prioridad que tiene atender la salud pública,,por las buenas intenciones de un gobierno popular que ha ordenado esta investigación sobre quienes burlan al Estado, estos grupos empresarios no debieran ser beneficiarios de ayuda ATP ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"RT @VerbitskyH: Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"#DEUDA. “El Grupo Clarín, Techint, Arcor, (y otras) están entre los mayores responsables de la fuga de capitales durante el gobierno de @mauriciomacri ”,escribe @VerbitskyH en @elcoheteluna Como anticipamos en @AM750 estas empresas pidieron ayuda del gobierno para pagar sueldos https://t.co/TJRAs5yKok"	NEGATIVE
"QT @VerbitskyH: RT @AliciaCastroAR: Miro por la ventana en la madrugada, la calle casi desierta; un hombre solo, abandonado, merodeando sin techo ni comida… ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"QT @VerbitskyH: El análisis de la fuga de capitales durante el macrismo 2015-2019 con nombres y apellidos. Por @VerbitskyH ?? El diagnóstico es por acá: ; Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"RT @VerbitskyH: Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"?? Exclusivo periodistas y comunicadores: Curso online La infancia en el centro del debate: Fundación Arcor lanza un nuevo curso virtual especialmente dirigido a periodistas, comunicadores y estudiantes de carreras afines que incluye… https://t.co/8XQ5ff5FZZ #Rosario3"	POSITIVE
"@raton49 @EmpresarialARG Es un error generalizar, arcor es de pagani. Precisión = comprensión"	NEUTRAL
RT @EmpresarialARG: Deciden un paro en las plantas de Arcor para protestar contra los recortes salarios en plena pandemia https://t.co/if6IA4vPrY	NEGATIVE
"RT @IsmaelBermudez1: ARCOR: falta de pago de presentismo, horas nocturnas y recorte salarial de entre $ 10.000 y $ 14.000 entre los llamados grupo de riesgo y falta de pago del salario a los trabajadores/as que adhirieron al del cuidado de sus hijos conforme las disposiciones del M.Trabajo.(FTIA)"	NEGATIVE
"QT @IsmaelBermudez1: Los miserables ; ARCOR: falta de pago de presentismo, horas nocturnas y recorte salarial de entre $ 10.000 y $ 14.000 entre los llamados grupo de riesgo y falta de pago del salario a los trabajadores/as que adhirieron al del cuidado de sus hijos conforme las disposiciones del M.Trabajo.(FTIA)"	NEGATIVE
"ARCOR: falta de pago de presentismo, horas nocturnas y recorte salarial de entre $ 10.000 y $ 14.000 entre los llamados grupo de riesgo y falta de pago del salario a los trabajadores/as que adhirieron al del cuidado de sus hijos conforme las disposiciones del M.Trabajo.(FTIA)"	NEGATIVE
"RT @VilchesLaura: El gobierno de la provincia de Córdoba con su policía que está cebada por las órdenes que le dan, se llevó detenidos a dos pibxs trabajadores de apps. Lo hizo hace apenas días con los municipales de Jesús María.Irrumpió en una asamblea de trabajadores de ARCOR. Ahora esto (hilo)"	NEUTRAL
Tucumán se suma a un paro en las plantas de Arcor contra los recortes https://t.co/UdNPJ8NbMf	NEGATIVE
Los trabajadores de la industria alimentaria anunciaron un paro en las fábricas de Arcor https://t.co/bEeqsivTyA https://t.co/iiLRWTFDFi	NEGATIVE
Los trabajadores de la industria alimentaria anunciaron un paro en las fábricas de Arcor https://t.co/x6fOoVcvXJ https://t.co/MW21B7vGho	NEGATIVE
"QT @AgenciaElVigia: Olvidate, ninguno de estos empresarios viaja en transporte público como lo hacen sus empleados. La vida de sus trabajadores les importa un pito. ; Los empresarios que insisten para que el Gobierno relaje la cuarentena: Paolo Rocca, Luis Pagani (Arcor), Cristiano Rattazzi (Fiat), Héctor Magnetto (Clarín), Marcos Galperín (Mercado Libre) y Jaime Campos (Sociedad Rural), entre otros. https://t.co/bwB7WvnDMy vía @minutounocom"	NEGATIVE
"Los empresarios que insisten para que el Gobierno relaje la cuarentena: Paolo Rocca, Luis Pagani (Arcor), Cristiano Rattazzi (Fiat), Héctor Magnetto (Clarín), Marcos Galperín (Mercado Libre) y Jaime Campos (Sociedad Rural), entre otros. https://t.co/bwB7WvnDMy vía @minutounocom"	NEUTRAL
"QT @NoisyWrebelde: ¿Te acordas cuando en el colegio dormías la mitad de la clase y la otra mitad no entendías nada de algo, pero absolutamente nada de nada? Y de pronto te agarraban boludeando y el profesor preguntaba: alumno explique lo que estaba diciendo. Bueno, salía algo parecido a esto ?? ; @LuchoBugallo No mientas. Exportan y no liquidan.Venden a precio U$S nuestra producción y la renta de los campos las fijan en quintales de soja. Y, si hay alimento para pocos es porq la inflación la produce la poca competencia en manos de Molinos, Arcor y aceites general Deheza! #EmbestidaPRO"	NEUTRAL
"QT @NoisyWrebelde: Cuando vas leyendo el panfleto que te mandaron desde la Unidad Básica, confundís el escalón, rodás por la escalera, das cuatro vueltas carnero, perdés la dentadura postiza y la mitad de los ruleros y se te ocurre twittear las mentiras antes de recuperar el conocimiento... ; @LuchoBugallo No mientas. Exportan y no liquidan.Venden a precio U$S nuestra producción y la renta de los campos las fijan en quintales de soja. Y, si hay alimento para pocos es porq la inflación la produce la poca competencia en manos de Molinos, Arcor y aceites general Deheza! #EmbestidaPRO"	NEUTRAL
Protestas en Arcor por descuentos salariales https://t.co/WzcEolkEAe	NEGATIVE
"RT @leobilanski: Arcor está quebrada pero compra materia prima en efectivo y participaciones accionarias, nos toman por boludos. Ojo con los vicentines. ?? Arcor invierte u$s3,97 M en Mastellone y eleva casi al 49% su participación en la láctea https://t.co/EudKPUzfwL"	NEGATIVE
Denuncian que la Policía prohibió una asamblea de trabajadores del grupo Arcor https://t.co/Us9aDLU9lr	NEGATIVE
"RT @marianoemartin: Hoy hubo paro de dos horas en las plantas de @arcor en todo el país por descuentos a trabajadores exceptuados de sus labores y para exigir el pago de un plus. En Córdoba intentaron detener al titular del sindicato de Alimentación, Héctor Morcillo, en la planta de Bagley. (Sigue) https://t.co/o1fDKuVfKg"	NEGATIVE
"Arcor está quebrada pero compra materia prima en efectivo y participaciones accionarias, nos toman por boludos. Ojo con los vicentines. ?? Arcor invierte u$s3,97 M en Mastellone y eleva casi al 49% su participación en la láctea https://t.co/EudKPUzfwL"	NEGATIVE
RT @MICyM_Cordoba: La auditoría remota que realizó la @direccionalimentos a la empresa @arcor fue una experiencia clave para nuestro @MICyM_Cordoba. @fernandosibilla https://t.co/G6D8jk6dtn	NEUTRAL
@mejorwing @AAAJoficial Hermosa camiseta! Checho y Silvano sin publicidad de 7up El Pato con marca propia Otros tiempos...	NEGATIVE
"Otra de sus definiciones fue: Este es un momento para no tirar piedras. Por eso luego destacó la actitud de los intendentes opositores de Vicente López, Tres de Febrero y Lanús. Sobre los precios, señaló: Hemos detectado que @arcor tienen los mismos precios de diciembre."	POSITIVE
RT @VicPlanetTM: @zanoni Miren ahora en televisión Arcor la hizo bien... Mandas un WhatsApp y te mandan los huevos de pascuas a tu casa! Más creativo y acertado que esto	POSITIVE
Una empresa creó una solución para que todos puedan tener sus huevos de pascua sin salir de casa /Contenido patrocinado por @arcor/ https://t.co/JBBn5qRZxp	POSITIVE
@Ariel_80s Siiii. Es Arcor!	POSITIVE
"QT @capitanintriga: Lo necesito ; El huevo de Bob Esponja de Arcor es la cosa más linda que vi en este año. Lleno de detalles, las figuras son de increíble calidad y se desarma para montar la casa de Bob. https://t.co/VCxCNV4xl6"	POSITIVE
Festejá Pascuas en casa con Arcor y un 50% de descuento https://t.co/WeeOk6FHX6 https://t.co/aowk3bpZQb	POSITIVE
"Si le mandás un WhatsApp a Arcor, te llevan este huevo u otro a tu casa para que no rompas el aislamiento #PascuasEnCasa https://t.co/qvFR0ra2p6"	POSITIVE
"El huevo de Bob Esponja de Arcor es la cosa más linda que vi en este año. Lleno de detalles, las figuras son de increíble calidad y se desarma para montar la casa de Bob. https://t.co/VCxCNV4xl6"	POSITIVE
"RT @gmarchis: @ChauOperetaK Imagínate si esto hubiese pasado com Macri y Vidal... incendian el apis los Kukas, Grabois toma Arcor, Kristina Aparece en Tv, Maximo hace huelga de Hambre, y Kichiloff arma una disertación neo-Marxista.... ahhh no me confundí todos calladitos...."	NEUTRAL
@liliana1025 @arcor Me fijé pero no tiene distribuidor en Escobar.	NEUTRAL
"@LuzAredez buenos tardes. Gracias por escribirnos. Por favor si tenés alguna consulta o sugerencia envíanos un email a arcor@arcor.com, con los siguientes datos:"	NEUTRAL
"@azulvvam Hola, buenos días. Muchas gracias por escribirnos. Te invitamos a enviar tu consulta a comunicacioninstitucional@arcor.com ¡Seguimos en contacto!"	NEUTRAL
"??Tiene mas de folklore que de efectividad. Iría a decirle a Urquia necesitamos 100 respiradores y estoy seguro que lo pone. Le decís a Pagani que Arcor se haga cargo del mantenimiento de 4 hospitales y estoy seguro de que lo hace, @ljuez en #AhoraDicen https://t.co/GDYR6Krpbb https://t.co/l7zMuUJqAx"	POSITIVE
Me había olvidado de Kici en esta publicidad de 7up (?) https://t.co/5RmzXJ1JWP	POSITIVE
QT @Martinpdisalvo: Y la 7up es mas rica que la Sprite ; LA PEPSI ES MAS RICA QUE LA COCA	POSITIVE
"QT @FabyDD: #FotosDeCanciones ; @osvaldobazan I’m on 45 between and Broadway, I’m drinking 7up! My Own way - Duran Duran https://t.co/oSoGbUbVDs"	NEUTRAL
Sabor de la infancia: 7Up cuando te enfermabas y olor a taller.	POSITIVE
"QT @PKBellas: Coincido en un 99,9999999 % ; Cosas que no odio pero no soy fan: el mondongo, el pop español, la 7up, Coldplay, Cristiano Ronaldo, Friends, Atalaya, Axel Kiciloff."	NEGATIVE
RT @RetropediaAr: Promo de #Pepsi y #7up Superpreguntas Hay que buscar las preguntas en el diario y tener la respuesta en la chapita @Nico_Scarpino #Especial #Retropedia #Gaseosas #ComidasYBebidas #90s #Publicidades https://t.co/r2PKx3iaef	NEUTRAL
la cuaretena me enseña a respetar todas las comidas antes te sobrevivía con un turron arcor y un paquete de kesbun sabor pizza bajado con un matecocido	NEUTRAL
Just uploaded Lic Claudio Giomi Gte Corporativo de Sustentabilidad de @arcorprensa_ar... to @mixcloud https://t.co/1lOuo42DZL Tune in now!	NEUTRAL
He publicado un episodio en #ivoox Lic Claudio Giomi Gte Corporativo de Sustentabilidad de @arcorprensa_ar @arcor @eqsuman 30-6-2020 #podcast https://t.co/TKVgGnK9v9	NEUTRAL
"RT @GiordanoGringo: No bajemos los brazos, dice @alferdez Pero los trabajadores nunca los bajaron a pesar del hambre y la rebaja salarial y jubilatoria. Los que siguen en otra sintonia son Techint, Arcor, Coto, Galperin, los bancos, laboratorios, Grobocopatel, a quienes el gobierno no los toca. https://t.co/iXEpLXRWxJ"	NEGATIVE
RT @AlejoDaireaux: 147 de banana 65 de cereza 8 de durazno 7 de manzana ¿@arcor me pueden dar una explicación? https://t.co/a5slfpXEBx	POSITIVE
"RT @GiordanoGringo: Gracias Bulgheroni, gracias Techint, Arcor, Aluar-Fate... con estos nos vamos a salvar @alferdez ? https://t.co/gPFPwksAjg"	NEUTRAL
"RT @gustavovaldesok: Finalmente, visitamos la nueva Estación Transformadora de @OficialDPEC que potenciará la importante producción yerbatera de la localidad, y la Planta de Distribución de @arcor. Con inversiones, ¡seguimos potenciando el crecimiento económico y social de la pujante #ColoniaLiebig! https://t.co/V3z4U1TkOO"	POSITIVE
"Finalmente, visitamos la nueva Estación Transformadora de @OficialDPEC que potenciará la importante producción yerbatera de la localidad, y la Planta de Distribución de @arcor. Con inversiones, ¡seguimos potenciando el crecimiento económico y social de la pujante #ColoniaLiebig! https://t.co/V3z4U1TkOO"	POSITIVE
"@ManuZuluaga11 Hola! Mogul, es de Arcor. ¡Saludos! Servicio de Atención al Consumidor."	NEUTRAL
Balance de Arcor. #Pandemia https://t.co/i3X3Txa8Tq	NEUTRAL
"Claudio Giomi, Gerente Corporativo de #Sustentabilidad de @arcor afirma?? Nos enfocamos en proteger la salud de nuestro público interno. También decidimos darle continuidad al programa de #ComprasInclusivas para apoyar a los sectores más vulnerables. https://t.co/y0uufdyAqN"	POSITIVE
"RT @VerbitskyH: Los conocidos de siempre (El Grupo Clarín, Techint, Arcor, Pampa Energía y Aceitera General Deheza están entre los mayores responsables de la fuga de capitales durante el gobierno de Macrì) https://t.co/PMy7U2I3hr vía @elcoheteluna"	NEGATIVE
"RT @LilianaOlivero: #ImpuestoGrandesFortunasYa A Techint, Arcor, Fiat, Grobocopatel, Toyota, Edenor y las privatizadas, petroleras, Coto, Carrefour, Cargill, los bancos, laboratorios y tantos capitalistas más!!"	NEGATIVE
"RT @AmbienteLucha: #ImpuestoGrandesFortunasYa A Techint, Arcor, Fiat, Grobocopatel, Toyota, Edenor y las privatizadas, petroleras, Coto, Carrefour, Cargill, los bancos, laboratorios y tantos capitalistas más!!"	NEGATIVE
"RT @GiordanoGringo: #ImpuestoGrandesFortunasYa A Techint, Arcor, Fiat, Grobocopatel, Toyota, Edenor y las privatizadas, petroleras, Coto, Carrefour, Cargill, los bancos, laboratorios y tantos capitalistas más!!"	NEGATIVE
"RT @rodosanchez_ar: #ImpuestoGrandesFortunasYa A Techint, Arcor, Fiat, Grobocopatel, Toyota, Edenor y las privatizadas, petroleras, Coto, Carrefour, Cargill, los bancos, laboratorios y tantos capitalistas más!!"	NEGATIVE
"@Abru_ochoa Hola, buenas tardes. Sí, son de Arcor. Nos gustaría comunicarnos con vos, te agradecemos nos envíes un MP con tu nombre/apellido y teléfono (código de área). Esperamos tu respuesta. ¡Saludos! Servicio de Atención al Consumidor."	NEUTRAL
Agradecemos enormemente el trabajo de @adrianalaz #OmarDiNardo y #AngieViacava ! ?? Pudimos realizarlo gracias al apoyo de @DisneyPrensaArg @BancoGalicia @arcor @DossierNet #MorenoCondis @OCACorreoOK @mccannbue @ICBCArgentina @L2_LaSegunda @OmintEmpleos ...	POSITIVE
Desde Grupo Arcor acompañamos a la comunidad celíaca con una campaña de comunicación donde proponemos redefinir las siglas T.A.C.C para transformarlas en un mensaje de amor para toda la comunidad y sus seres queridos. Te.Agradezco.Con.Cariño Te.Acompaño.Con.Cuidado https://t.co/ghO79w0fi7	POSITIVE
